Customer,Chosen,Price1,Feature1,Display1,Price2,Feature2,Display2,Price3,Feature3,Display3
5,2,0.69,0,0,0.68,1,0,0.69,0,0
5,2,0.68,0,0,0.58,1,0,0.68,0,0
5,2,0.68,0,0,0.54,0,0,0.68,0,0
5,1,0.58,0,0,0.58,0,0,0.68,0,0
5,2,0.69,0,0,0.59,0,0,0.69,0,0
5,1,0.49,0,0,0.59,0,0,0.49,0,0
5,1,0.59,0,0,0.59,1,0,0.59,0,0
6,2,0.69,0,0,0.49,1,0,0.69,0,0
6,1,0.49,1,0,0.59,0,0,0.49,1,0
6,2,0.49,0,0,0.59,0,0,0.49,0,0
6,1,0.49,0,0,0.59,0,0,0.49,0,0
7,2,0.79,0,0,0.79,0,0,0.79,0,0
7,1,0.56,1,0,0.79,0,0,0.56,1,0
7,2,0.69,0,0,0.69,0,0,0.69,0,0
7,2,0.68,0,0,0.79,0,0,0.68,0,0
7,2,0.69,0,0,0.49,1,0,0.69,0,0
7,2,0.69,0,0,0.49,1,0,0.69,0,0
8,2,0.69,0,0,0.54,1,0,0.69,0,0
8,2,0.68,0,0,0.68,1,0,0.68,0,0
8,2,0.68,0,0,0.54,1,0,0.68,0,0
8,1,0.55,1,0,0.79,0,0,0.55,1,0
8,2,0.69,0,0,0.59,0,0,0.69,0,0
8,2,0.59,0,0,0.59,0,0,0.59,0,0
9,1,0.68,1,0,0.79,0,0,0.68,0,0
10,2,0.69,0,0,0.79,0,0,0.69,0,0
10,1,0.68,1,0,0.68,0,0,0.68,1,0
10,2,0.69,0,0,0.68,0,0,0.69,0,0
10,2,0.69,0,0,0.58,1,0,0.69,0,0
11,2,0.69,0,0,0.59,0,0,0.69,0,0
12,1,0.58,1,0,0.68,0,0,0.58,1,0
12,1,0.59,0,0,0.59,0,1,0.59,0,0
13,1,0.68,1,0,0.79,0,0,0.68,1,0
14,2,0.68,0,0,0.59,1,0,0.68,0,0
14,2,0.59,0,0,0.49,1,1,0.59,0,0
14,2,0.59,0,0,0.49,1,0,0.59,0,0
14,2,0.59,0,0,0.58,0,0,0.59,0,0
15,1,0.56,1,0,0.79,0,0,0.56,1,0
15,1,0.68,1,0,0.79,0,0,0.68,1,0
15,1,0.68,1,0,0.79,0,0,0.68,1,0
15,1,0.68,1,0,0.69,0,0,0.68,1,0
15,2,0.69,0,0,0.69,0,0,0.69,0,0
15,2,0.69,0,0,0.79,0,0,0.69,0,0
15,2,0.69,0,0,0.49,1,0,0.69,0,0
15,2,0.68,0,0,0.79,0,0,0.68,0,0
15,2,0.68,0,0,0.58,1,0,0.68,0,0
15,2,0.69,0,0,0.58,1,0,0.69,0,0
15,2,0.59,0,0,0.59,1,1,0.59,0,0
16,1,0.56,0,0,0.79,0,0,0.56,0,0
16,1,0.68,0,0,0.79,0,0,0.68,0,0
16,1,0.69,0,0,0.69,0,0,0.69,0,0
16,3,0.68,0,0,0.79,0,0,0.68,0,0
16,1,0.68,0,0,0.79,0,0,0.68,0,0
16,2,0.68,0,0,0.79,0,0,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,3,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.58,1,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.58,1,0,0.68,0,0,0.58,1,0
16,2,0.68,0,0,0.49,1,0,0.68,0,0
16,2,0.68,0,0,0.55,0,1,0.68,0,0
16,3,0.58,1,0,0.68,0,0,0.58,1,0
16,1,0.58,1,0,0.68,0,0,0.58,1,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.55,1,0,0.68,0,0,0.55,1,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.66,1,0,0.68,0,0
16,2,0.68,0,0,0.54,0,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,2,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.55,1,0,0.68,0,1,0.55,0,0
16,1,0.55,1,0,0.68,0,1,0.55,1,0
16,1,0.68,0,0,0.68,0,1,0.68,0,0
16,2,0.68,0,0,0.59,1,1,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.68,0,0,0.55,1,0,0.68,0,0
16,2,0.68,0,0,0.55,1,0,0.68,0,0
16,1,0.68,0,0,0.68,0,0,0.68,0,0
16,1,0.68,0,0,0.66,1,0,0.68,0,0
16,2,0.68,0,0,0.58,1,0,0.68,0,0
16,1,0.58,0,0,0.68,0,0,0.68,0,0
16,2,0.59,0,0,0.58,1,1,0.68,0,0
16,2,0.59,0,0,0.58,1,1,0.68,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.49,1,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.49,1,0,0.59,0,0
16,2,0.59,0,0,0.58,1,0,0.59,0,0
16,1,0.58,0,0,0.58,0,0,0.59,0,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.69,0,0,0.49,0,0,0.69,0,0
16,2,0.69,0,0,0.59,0,0,0.69,0,0
16,2,0.69,0,0,0.59,0,0,0.69,0,0
16,1,0.49,1,0,0.59,0,0,0.49,1,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,1,0.49,1,0,0.59,0,0,0.49,1,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
16,3,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.48,1,0,0.59,0,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.58,0,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,1,0.58,1,0,0.59,0,0,0.58,1,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.49,1,0,0.59,0,0
16,2,0.59,0,0,0.59,0,0,0.59,0,0
16,2,0.59,0,0,0.58,1,0,0.59,0,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
16,1,0.59,0,0,0.59,0,0,0.59,0,0
17,1,0.56,1,0,0.79,0,0,0.56,1,0
17,2,0.68,0,0,0.55,1,0,0.68,0,0
17,1,0.59,0,0,0.58,1,0,0.59,0,0
17,1,0.49,1,0,0.59,0,0,0.49,1,0
18,2,0.79,0,0,0.58,0,0,0.79,0,0
18,2,0.68,0,0,0.54,0,0,0.68,0,0
18,2,0.68,0,0,0.68,0,0,0.68,0,0
18,3,0.49,1,0,0.59,0,0,0.49,1,0
18,3,0.59,0,0,0.59,0,0,0.59,0,0
19,2,0.79,0,0,0.79,0,0,0.79,0,0
19,3,0.68,0,0,0.79,0,0,0.68,0,0
19,3,0.56,0,0,0.73,0,0,0.56,0,0
19,3,0.49,1,0,0.59,0,0,0.49,1,0
20,2,0.69,0,0,0.54,1,0,0.69,0,0
20,2,0.68,0,0,0.58,0,0,0.68,0,0
21,1,0.68,0,0,0.68,0,0,0.68,0,0
21,2,0.59,0,0,0.59,0,0,0.59,0,0
22,3,0.69,0,0,0.73,0,0,0.69,0,0
23,1,0.68,1,0,0.68,0,0,0.68,1,0
23,1,0.49,1,0,0.59,0,0,0.49,1,0
24,2,0.69,0,0,0.69,0,0,0.69,0,0
24,1,0.69,0,0,0.68,0,0,0.69,0,0
24,1,0.55,0,0,0.68,0,0,0.55,0,0
24,3,0.55,0,0,0.68,0,0,0.55,0,0
24,1,0.68,0,0,0.55,0,0,0.68,0,0
24,1,0.68,0,0,0.68,0,0,0.68,0,0
24,1,0.68,0,0,0.68,0,0,0.68,0,0
24,2,0.68,0,0,0.54,1,0,0.68,0,0
24,1,0.55,1,0,0.79,0,0,0.55,1,0
24,2,0.68,0,0,0.66,0,0,0.68,0,0
24,1,0.59,0,0,0.59,0,0,0.59,0,0
24,1,0.49,1,0,0.59,0,0,0.49,1,0
24,2,0.59,0,0,0.59,1,0,0.59,0,0
24,1,0.59,0,0,0.59,0,0,0.59,0,0
24,1,0.59,0,0,0.59,0,0,0.59,0,0
24,1,0.59,0,0,0.59,0,0,0.59,0,0
25,2,0.68,0,0,0.79,0,0,0.68,0,0
25,2,0.68,0,0,0.59,1,0,0.68,0,0
25,2,0.68,0,0,0.55,1,0,0.68,0,0
25,1,0.58,0,0,0.58,0,0,0.68,0,0
25,2,0.68,0,0,0.58,1,0,0.68,0,0
25,2,0.59,0,0,0.49,1,1,0.59,0,0
26,2,0.68,0,0,0.68,1,0,0.68,0,0
26,1,0.68,0,0,0.79,0,0,0.68,0,0
26,1,0.68,0,0,0.79,0,0,0.68,0,0
26,2,0.79,0,0,0.73,0,0,0.79,0,0
26,1,0.54,1,0,0.73,0,0,0.54,1,0
26,1,0.69,1,0,0.73,0,0,0.69,1,0
26,1,0.56,1,0,0.73,0,0,0.56,1,0
26,2,0.69,0,0,0.54,1,0,0.69,0,0
26,1,0.69,0,0,0.69,0,0,0.69,0,0
26,2,0.69,0,0,0.69,0,0,0.69,0,0
26,2,0.69,0,0,0.69,0,0,0.69,0,0
26,3,0.69,1,0,0.69,0,0,0.69,1,0
26,1,0.67,1,0,0.69,0,0,0.67,1,0
26,2,0.69,0,0,0.58,1,0,0.69,0,0
26,1,0.68,1,0,0.69,0,0,0.68,1,0
26,2,0.69,0,0,0.69,0,0,0.69,0,0
26,1,0.58,1,0,0.69,0,0,0.58,1,0
26,2,0.69,0,0,0.69,0,0,0.69,0,0
26,2,0.69,0,0,0.68,1,0,0.69,0,0
26,2,0.69,0,0,0.69,0,0,0.69,0,0
26,1,0.68,1,0,0.69,0,0,0.68,1,0
26,1,0.69,0,0,0.69,0,0,0.69,0,0
26,2,0.69,0,0,0.49,1,0,0.69,0,0
26,2,0.69,0,0,0.55,0,0,0.69,0,0
26,1,0.68,1,0,0.68,0,0,0.68,0,0
26,1,0.58,1,0,0.68,0,0,0.58,1,0
26,1,0.69,0,0,0.68,0,0,0.69,0,0
26,1,0.55,1,0,0.68,0,0,0.55,1,0
26,1,0.68,0,0,0.55,0,0,0.68,0,0
26,1,0.68,0,0,0.55,0,0,0.68,0,0
26,1,0.68,0,0,0.68,0,0,0.68,0,0
26,3,0.68,0,0,0.68,0,0,0.68,0,0
26,1,0.68,0,0,0.79,0,0,0.68,0,0
26,1,0.68,0,0,0.55,0,0,0.68,0,0
26,2,0.68,0,0,0.55,1,0,0.68,0,0
26,2,0.68,0,0,0.66,1,0,0.68,0,0
26,2,0.59,0,0,0.49,1,1,0.59,0,0
26,2,0.59,0,0,0.49,1,0,0.59,0,0
26,1,0.49,1,0,0.59,0,0,0.49,1,0
26,2,0.59,0,0,0.48,1,0,0.59,0,0
26,1,0.49,1,0,0.59,0,0,0.49,1,0
26,2,0.59,0,0,0.59,0,0,0.59,0,0
26,2,0.59,0,0,0.48,1,1,0.59,0,0
26,1,0.58,1,0,0.59,0,0,0.58,1,0
26,2,0.59,0,0,0.59,0,0,0.59,0,0
26,2,0.59,0,0,0.58,1,0,0.59,0,0
26,2,0.59,0,0,0.59,0,0,0.59,0,0
26,2,0.59,0,0,0.59,0,0,0.59,0,0
27,1,0.68,0,0,0.79,0,0,0.68,0,0
27,3,0.68,0,1,0.79,0,0,0.68,0,1
27,2,0.68,0,0,0.58,1,0,0.68,0,0
27,1,0.56,1,0,0.56,0,0,0.56,1,0
27,1,0.68,0,0,0.79,0,0,0.68,0,0
27,1,0.56,1,0,0.79,0,0,0.56,1,0
27,2,0.68,0,0,0.58,0,0,0.68,0,0
27,2,0.68,0,0,0.54,1,0,0.68,0,0
27,2,0.68,1,0,0.68,0,1,0.68,1,0
27,1,0.67,1,0,0.68,0,0,0.67,0,0
27,1,0.58,1,0,0.68,0,0,0.58,1,0
27,2,0.68,0,0,0.68,0,0,0.68,0,0
27,2,0.68,0,0,0.49,0,0,0.68,0,0
27,1,0.68,1,0,0.68,0,1,0.68,0,0
27,2,0.68,0,0,0.55,0,0,0.68,0,0
27,2,0.68,0,0,0.68,0,0,0.68,0,0
27,2,0.68,0,0,0.59,1,1,0.68,0,0
27,2,0.68,0,0,0.55,1,0,0.68,0,0
27,2,0.68,0,0,0.58,1,1,0.68,0,0
28,2,0.68,0,0,0.55,1,0,0.68,0,0
29,2,0.69,1,0,0.69,0,0,0.69,1,0
29,2,0.69,1,0,0.49,0,0,0.69,0,0
29,2,0.68,0,0,0.54,1,0,0.68,0,0
29,1,0.49,1,0,0.59,0,0,0.49,1,0
29,2,0.59,0,0,0.48,1,0,0.59,0,0
29,1,0.59,0,0,0.58,0,0,0.59,0,0
31,1,0.68,0,0,0.79,0,0,0.68,0,0
31,2,0.59,0,0,0.49,1,0,0.59,0,0
31,2,0.69,0,0,0.49,1,0,0.69,0,0
31,1,0.59,0,0,0.59,0,0,0.59,0,0
31,1,0.59,0,0,0.59,0,0,0.59,0,0
31,2,0.59,0,0,0.58,1,0,0.59,0,0
31,2,0.59,0,0,0.58,1,0,0.59,0,0
32,2,0.79,0,0,0.79,0,0,0.79,0,0
32,2,0.79,0,0,0.79,0,0,0.79,1,0
32,1,0.66,0,0,0.79,0,0,0.66,0,0
32,2,0.68,0,0,0.68,1,0,0.68,0,0
32,1,0.68,1,0,0.79,0,0,0.68,1,0
32,2,0.79,0,0,0.58,0,0,0.79,0,0
32,1,0.54,0,0,0.79,0,0,0.54,0,0
32,3,0.68,0,0,0.69,0,0,0.68,0,0
32,2,0.68,0,0,0.69,0,0,0.68,0,0
32,2,0.68,0,0,0.69,0,0,0.68,0,0
32,2,0.79,0,0,0.58,1,0,0.79,0,0
32,1,0.58,0,0,0.79,0,0,0.58,0,0
32,2,0.69,1,0,0.79,0,0,0.69,0,0
32,1,0.69,0,0,0.79,0,0,0.69,0,0
32,2,0.69,0,0,0.49,0,0,0.69,0,0
32,2,0.69,0,0,0.55,0,0,0.69,0,0
32,2,0.69,0,0,0.68,0,0,0.69,0,0
32,1,0.55,1,0,0.68,0,0,0.55,1,0
32,2,0.69,0,0,0.58,1,0,0.69,0,0
32,1,0.69,0,0,0.68,0,0,0.69,0,0
32,2,0.69,0,0,0.68,0,0,0.69,0,0
32,1,0.55,1,0,0.68,0,0,0.55,1,0
32,2,0.69,0,0,0.59,0,0,0.69,0,0
32,2,0.69,0,0,0.55,1,0,0.69,0,0
32,2,0.69,0,0,0.55,0,0,0.69,0,0
32,2,0.59,0,0,0.58,0,0,0.59,0,0
32,2,0.69,0,0,0.49,1,0,0.69,0,0
32,2,0.69,1,0,0.59,0,0,0.69,0,0
32,2,0.59,0,0,0.48,0,0,0.59,0,0
32,1,0.49,0,0,0.59,0,0,0.49,0,0
32,2,0.59,0,0,0.48,0,0,0.59,0,0
32,1,0.49,0,0,0.59,1,0,0.49,0,0
32,1,0.58,0,0,0.59,0,0,0.58,0,0
32,2,0.59,0,0,0.58,0,0,0.59,0,0
33,3,0.68,0,0,0.79,0,0,0.68,1,0
34,3,0.68,0,0,0.79,0,0,0.68,0,0
34,2,0.68,0,0,0.68,0,0,0.68,0,0
36,1,0.56,1,0,0.79,0,0,0.56,1,0
36,1,0.54,1,0,0.73,0,0,0.54,1,0
36,1,0.55,1,0,0.68,0,0,0.55,1,0
36,2,0.68,0,0,0.55,1,0,0.68,0,0
36,2,0.59,0,0,0.49,0,0,0.59,0,0
37,1,0.68,0,0,0.79,0,0,0.68,0,0
37,1,0.68,0,0,0.79,0,0,0.68,0,0
37,2,0.68,0,0,0.68,0,0,0.68,0,0
39,2,0.69,1,0,0.69,0,0,0.69,0,0
39,1,0.67,0,0,0.69,0,0,0.67,0,0
39,1,0.68,1,0,0.68,0,0,0.68,1,0
39,1,0.55,1,0,0.68,0,0,0.55,1,0
39,2,0.68,0,0,0.58,0,0,0.68,0,0
39,2,0.68,0,0,0.55,1,0,0.68,0,0
39,2,0.68,0,0,0.55,0,0,0.68,0,0
39,2,0.68,0,0,0.58,1,0,0.68,0,0
40,2,0.69,0,0,0.69,0,0,0.69,0,0
40,1,0.68,1,0,0.68,0,0,0.68,1,0
40,2,0.69,0,0,0.68,0,0,0.69,0,0
40,1,0.55,1,0,0.68,0,0,0.55,1,0
40,2,0.68,0,0,0.58,1,0,0.68,0,0
41,2,0.68,0,0,0.54,1,1,0.68,0,0
42,2,0.67,1,0,0.68,0,0,0.67,1,0
42,1,0.58,1,0,0.68,0,0,0.58,1,0
42,2,0.68,0,0,0.54,1,1,0.68,0,0
42,2,0.68,0,0,0.68,0,0,0.68,0,0
42,2,0.69,0,0,0.49,1,0,0.69,0,0
42,2,0.59,0,0,0.48,1,0,0.59,0,0
42,1,0.59,0,0,0.58,1,0,0.59,0,0
43,1,0.79,0,0,0.79,0,0,0.79,0,0
43,1,0.66,0,0,0.79,0,0,0.67,0,0
43,3,0.56,1,0,0.56,0,0,0.56,1,0
43,2,0.69,0,0,0.54,0,0,0.69,0,0
43,1,0.68,1,0,0.68,0,0,0.68,0,0
43,1,0.68,0,0,0.68,1,1,0.68,0,0
43,1,0.68,1,0,0.68,0,0,0.68,1,0
43,2,0.68,0,0,0.68,0,0,0.68,0,0
43,1,0.49,0,0,0.59,0,0,0.49,0,0
44,2,0.68,1,0,0.68,0,0,0.68,0,0
45,1,0.68,0,0,0.79,0,0,0.68,0,0
45,1,0.56,1,0,0.79,0,0,0.56,1,0
45,1,0.56,1,0,0.73,0,0,0.56,1,0
45,1,0.58,1,0,0.69,0,0,0.58,1,0
45,1,0.55,1,0,0.68,0,0,0.55,1,0
45,1,0.59,0,0,0.59,0,0,0.59,0,0
45,3,0.49,1,0,0.59,0,0,0.49,1,0
46,1,0.79,0,0,0.79,0,0,0.79,0,0
46,1,0.68,1,0,0.79,0,0,0.68,1,0
46,1,0.79,0,0,0.58,0,0,0.79,0,0
46,1,0.79,0,0,0.79,0,0,0.79,0,0
46,2,0.69,0,0,0.69,0,0,0.69,0,0
46,3,0.69,0,0,0.69,0,0,0.69,0,0
46,2,0.69,0,0,0.68,1,0,0.69,0,0
46,2,0.69,0,0,0.69,0,0,0.69,0,0
46,3,0.69,0,0,0.69,0,0,0.69,0,0
46,3,0.68,1,0,0.69,0,0,0.68,1,0
46,3,0.69,0,0,0.69,0,0,0.69,0,0
46,1,0.69,0,0,0.49,1,0,0.69,0,0
46,1,0.69,0,0,0.55,0,0,0.69,0,0
46,1,0.69,0,1,0.55,0,0,0.69,0,0
46,3,0.68,1,0,0.68,0,0,0.68,1,0
46,2,0.68,0,0,0.55,1,0,0.68,0,0
46,2,0.68,0,0,0.58,1,0,0.68,0,0
46,2,0.59,0,0,0.49,0,1,0.59,0,0
46,2,0.69,0,0,0.49,1,0,0.69,0,0
46,1,0.49,1,0,0.59,0,0,0.49,1,0
46,1,0.49,0,0,0.59,0,0,0.49,0,0
47,1,0.79,0,0,0.79,0,0,0.79,0,0
47,1,0.68,0,0,0.68,0,0,0.68,0,0
47,3,0.68,0,0,0.68,0,0,0.68,0,0
47,1,0.68,0,0,0.79,0,0,0.68,0,0
47,2,0.68,0,0,0.54,1,0,0.68,0,0
47,2,0.79,0,0,0.68,0,0,0.79,0,0
47,2,0.69,0,0,0.79,0,0,0.69,0,0
47,2,0.69,0,0,0.49,1,0,0.69,0,0
47,2,0.69,0,0,0.68,1,1,0.69,0,0
47,2,0.69,1,0,0.68,0,0,0.69,1,0
47,1,0.55,1,0,0.68,0,0,0.55,1,0
47,1,0.69,0,0,0.68,0,0,0.69,0,0
47,1,0.69,0,0,0.68,0,0,0.69,0,0
47,2,0.69,0,0,0.66,1,0,0.69,0,0
47,2,0.69,0,0,0.68,0,0,0.69,0,0
47,2,0.69,0,0,0.59,0,0,0.69,0,0
47,2,0.69,0,0,0.55,1,0,0.69,0,0
47,2,0.69,0,0,0.68,1,0,0.69,0,0
47,2,0.59,0,0,0.49,0,0,0.59,0,0
47,2,0.59,0,0,0.58,1,0,0.59,0,0
47,2,0.69,0,0,0.49,1,0,0.69,0,0
47,1,0.49,1,0,0.59,0,0,0.49,1,0
47,1,0.49,0,0,0.59,1,0,0.49,0,0
47,1,0.59,0,0,0.59,0,0,0.59,0,0
47,3,0.59,0,0,0.59,0,0,0.59,0,0
48,2,0.69,0,0,0.68,0,0,0.69,0,0
48,1,0.55,1,0,0.68,0,0,0.55,1,0
48,1,0.49,1,0,0.59,0,0,0.49,1,0
49,2,0.69,0,0,0.69,0,0,0.69,0,0
49,2,0.69,0,0,0.69,0,0,0.69,0,0
49,1,0.69,0,0,0.49,1,0,0.69,0,0
49,1,0.68,1,0,0.68,0,0,0.68,1,0
49,1,0.69,0,0,0.68,0,0,0.69,0,0
49,2,0.79,0,0,0.68,1,0,0.79,0,0
49,2,0.68,0,0,0.79,0,0,0.68,0,0
49,1,0.49,1,0,0.59,0,0,0.49,1,0
50,2,0.79,0,0,0.79,0,0,0.79,0,0
50,1,0.68,0,0,0.79,0,0,0.68,0,0
50,1,0.56,1,0,0.79,0,0,0.56,1,0
50,1,0.68,0,0,0.68,0,0,0.68,0,0
50,2,0.68,0,0,0.79,0,0,0.68,0,0
50,1,0.49,1,0,0.59,0,0,0.49,1,0
50,1,0.59,1,0,0.59,0,0,0.59,0,0
51,1,0.68,1,0,0.79,0,0,0.68,0,0
51,2,0.69,0,0,0.68,1,0,0.69,0,0
51,2,0.69,0,0,0.55,0,0,0.69,0,0
51,2,0.68,0,0,0.59,1,1,0.68,0,0
52,1,0.69,0,0,0.79,0,0,0.69,0,0
52,2,0.69,0,0,0.68,1,1,0.69,0,0
52,2,0.69,0,0,0.68,0,1,0.69,0,0
52,2,0.69,0,0,0.68,0,0,0.69,0,0
52,2,0.69,0,0,0.49,1,0,0.69,0,0
53,1,0.55,1,0,0.68,0,0,0.55,1,0
53,3,0.55,1,0,0.68,0,0,0.55,1,0
54,2,0.68,0,1,0.79,0,0,0.68,0,0
54,1,0.68,0,0,0.79,0,0,0.68,0,0
54,1,0.68,0,0,0.79,0,0,0.68,0,0
54,1,0.68,0,1,0.79,0,0,0.68,0,1
54,2,0.68,0,0,0.58,0,0,0.68,0,0
54,2,0.79,0,0,0.79,0,0,0.79,0,0
54,1,0.79,1,0,0.79,0,0,0.79,0,0
54,2,0.56,0,0,0.56,1,0,0.56,0,0
54,3,0.68,0,0,0.79,0,0,0.68,1,0
54,1,0.56,0,0,0.79,0,0,0.56,0,0
54,2,0.68,0,0,0.54,1,0,0.68,0,0
54,2,0.68,0,0,0.58,0,0,0.68,0,0
54,1,0.68,0,0,0.68,0,0,0.68,0,0
54,2,0.68,0,0,0.68,0,0,0.68,0,0
54,2,0.68,0,0,0.68,1,1,0.68,0,0
54,1,0.68,0,0,0.68,0,1,0.68,0,0
54,1,0.58,1,0,0.68,0,0,0.58,1,0
54,3,0.58,1,0,0.68,0,0,0.58,1,0
54,2,0.68,0,0,0.68,1,0,0.68,0,0
54,2,0.68,0,0,0.68,1,0,0.68,0,0
54,2,0.68,0,0,0.58,0,0,0.68,0,0
54,3,0.68,0,0,0.68,0,0,0.68,0,0
54,2,0.55,1,0,0.68,0,1,0.55,1,0
54,1,0.55,0,0,0.68,0,1,0.55,0,0
54,2,0.68,0,0,0.68,0,1,0.68,0,0
54,2,0.68,0,0,0.59,0,0,0.68,0,0
54,2,0.68,0,0,0.55,1,0,0.68,0,0
54,2,0.59,0,0,0.58,1,1,0.68,0,0
54,2,0.59,0,0,0.59,0,0,0.59,0,0
54,2,0.59,0,0,0.49,1,0,0.59,0,0
54,2,0.59,0,0,0.59,1,0,0.59,0,0
54,2,0.69,0,0,0.49,0,0,0.69,0,0
54,2,0.59,0,0,0.48,1,0,0.59,0,0
54,3,0.49,0,0,0.59,0,0,0.49,0,0
54,1,0.59,0,0,0.58,0,0,0.59,0,0
54,2,0.59,0,0,0.59,0,0,0.59,0,0
55,1,0.55,1,0,0.68,0,0,0.55,1,0
57,1,0.56,1,0,0.79,0,0,0.56,1,0
57,2,0.68,0,0,0.68,0,0,0.68,0,0
57,1,0.68,0,0,0.68,0,0,0.68,0,0
57,1,0.54,1,0,0.79,0,0,0.54,1,0
58,1,0.68,0,0,0.79,0,0,0.68,0,0
58,2,0.79,0,0,0.58,1,0,0.79,0,0
58,1,0.54,1,0,0.73,0,0,0.54,1,0
59,3,0.66,1,0,0.79,0,0,0.66,1,0
59,3,0.68,0,0,0.79,0,0,0.68,0,0
59,3,0.68,1,0,0.69,0,0,0.68,1,0
59,3,0.69,0,0,0.69,1,0,0.69,0,0
59,3,0.69,0,0,0.68,1,0,0.69,0,0
59,3,0.68,1,0,0.68,0,0,0.68,1,0
59,3,0.69,0,0,0.68,0,0,0.69,0,0
59,3,0.55,1,0,0.68,0,0,0.55,1,0
59,3,0.68,0,0,0.68,0,0,0.68,0,0
60,2,0.69,0,0,0.69,0,0,0.69,0,0
60,2,0.68,0,0,0.79,0,0,0.68,0,0
60,2,0.59,0,0,0.48,1,1,0.59,0,0
61,2,0.69,0,0,0.69,0,0,0.69,0,0
62,1,0.69,0,0,0.58,0,0,0.69,0,0
