id,v1,v2
13,-3.896237544,0.9402403743
13,0.0167922658,0.694834947
13,-1.312496233,0.3134720788
13,0.8092488263,0.2473656522
13,1.5648104347,0.1888855943
13,-0.515860729,0.5030324657
13,-0.709588338,0.5512980304
14,0.9967678305,0.3633734008
14,-0.114784519,0.6885480572
14,0.0352426175,0.1557299174
14,0.6286232978,0.5333048424
14,-0.326545745,0.3896093775
14,1.8806465649,0.2597733979
14,0.9069727023,0.1489122292
14,0.4464792263,0.2457132476
14,1.0885531168,0.8408358655
14,1.0897427541,0.1961091637
15,-0.066860964,0.8517705774
15,0.7711385639,0.5314944626
15,1.3979415406,0.0455431431
15,-0.107861772,0.5812240669
15,0.9398807281,0.8757877335
15,-0.305226315,0.8632964789
15,-2.712260153,0.8111616167
15,0.9925356695,0.684240403
15,1.3302806852,0.6328065799
15,-0.327479714,0.0039736987
16,-1.249305228,0.9242710755
16,-1.187725544,0.7080735735
16,-2.071350759,0.9823268577
16,-1.462769882,0.4730410438
16,1.3980200515,0.1087684678
16,0.6292187197,0.0788368965
16,0.2062938955,0.2547203858
16,-0.005484059,0.2493928113
16,1.2314615434,0.7421656036
16,-2.399061007,0.8662118627
17,0.4230762467,0.437443143
17,1.4893054885,0.1896496244
17,-0.232525056,0.0346541167
17,-1.404730531,0.6086848879
17,-0.160267101,0.5135219905
17,1.3023528844,0.0556841167
17,1.5859013881,0.3939078266
17,0.6192481757,0.0558139612
17,1.0769278965,0.0035934746
17,0.1670906168,0.3827414696
18,-0.118713223,0.5200672911
18,-2.208225175,0.9150773589
18,-0.407121047,0.0954985838
18,-0.658347716,0.20343587
18,0.9158361014,0.2869428887
18,0.9654763533,0.9055007249
18,-0.054846681,0.3576075674
18,-1.197940411,0.936347634
18,1.7438523836,0.0249476475
18,-0.301262611,0.2575943453
19,1.8006934409,0.3050532412
19,1.2484635721,0.2730955832
19,0.1313031868,0.691075987
19,-0.487878755,0.5683054945
19,-2.112553378,0.8505755313
19,-0.780526064,0.62215651
19,-0.573267731,0.8732257997
19,1.8929041007,0.0804173393
19,-1.670483285,0.9539799848
19,1.525196411,0.3425174827
20,0.7545340407,0.4222649487
20,1.2586851481,0.3193145489
20,-1.334361695,0.4845650361
20,1.533722432,0.1087806556
20,-1.428509416,0.680400173
20,0.8083301706,0.1507954458
20,-0.195206681,0.5084407537
20,-1.4804361,0.0053240112
20,-0.109457953,0.0516370121
20,0.115002864,0.9656734383
21,0.5372388512,0.404880176
21,-0.691530428,0.5905632379
21,-1.373445733,0.0084370985
21,1.8019440257,0.0844333629
21,-0.228060931,0.7090801335
21,1.5587909706,0.6074647184
21,1.2706014068,0.2832219053
21,1.5490641098,0.4317929514
21,-1.093791564,0.4057991241
21,0.8966336677,0.271631918
22,0.6059342739,0.1316488628
22,-1.834737227,0.9103969396
22,0.1885234562,0.4167805796
22,1.254684428,0.370686772
22,-0.36070321,0.3550668877
22,0.2926043718,0.3342713305
22,-0.651805067,0.8938407478
22,-0.786168029,0.6646096374
22,0.5997578548,0.1167230188
22,-0.780221424,0.028369192
23,-0.33172157,0.7095144236
23,2.073586346,0.1498771343
23,1.4174905619,0.3871984977
23,1.3627166052,0.8842493579
23,1.5340474544,0.2941072617
23,0.6422427375,0.3889758402
23,-1.380027206,0.8932714713
23,-0.470306417,0.6525237349
23,-0.387655545,0.9253229559
23,0.3505222766,0.2338015801
24,0.7563174475,0.7105723362
24,0.3147374217,0.9996662224
24,1.2520578538,0.1342326641
24,1.5650876307,0.4426900351
24,0.4409599773,0.5383065671
24,0.411140998,0.0398804206
24,0.0854366352,0.5252967023
24,-1.844806849,0.8592837075
24,-1.394894673,0.4290151961
24,-1.363742714,0.8523038355
25,1.5653644004,0.5333286601
25,-0.487701778,0.6032172356
25,0.3439375361,0.8576585152
25,0.8916110137,0.0137647167
25,1.984278875,0.175145343
25,-2.370096665,0.697104751
25,-1.968622796,0.7168719017
25,-0.435439078,0.7748444419
25,-0.321734229,0.5470310741
25,0.0791037789,0.6851536602
26,-1.013097517,0.061030542
26,0.3029647533,0.5886941434
26,1.2079027049,0.2174403641
26,1.811315205,0.1941311472
26,-0.460290039,0.9569850955
26,0.2710844069,0.9148664474
26,2.4413237118,0.0723658409
26,1.4998666904,0.3826900294
26,2.3744148957,0.128446519
26,2.6604255622,0.7540823006
27,1.7874163708,0.4988054631
27,0.1901708328,0.798540756
27,-0.573526041,0.7324646105
27,0.0274744777,0.4489609308
27,0.9451304094,0.9306074776
27,-1.926641083,0.9848092971
27,1.3103046248,0.0491547524
27,-1.247236389,0.7217418802
27,0.7341737837,0.932963768
27,0.086751324,0.9569304827
28,-2.050690909,0.5202482885
28,0.8051815889,0.224786922
28,-0.198666795,0.5392963535
28,-1.268141438,0.5936886368
28,0.5988741672,0.9960621456
28,1.9933390411,0.5516901522
28,-0.493431327,0.4159235896
28,-2.113302117,0.9128405042
28,0.6308173017,0.460349031
28,-1.183257524,0.802670835
29,1.2376882071,0.2545038356
29,-1.672061085,0.7537376325
29,-0.540041821,0.9419916155
29,0.7231176679,0.7518521402
29,-1.431879029,0.7378802508
29,-0.809508509,0.7289557563
29,1.3975550721,0.5389463238
29,-0.419099744,0.4598144765
29,-0.876044006,0.6899684848
29,0.7447722968,0.2286880334
30,-0.022427274,0.8507342212
30,0.8463832182,0.3484828627
30,0.7937164901,0.085583698
30,1.0731715496,0.0878446112
30,0.0047368412,0.6457682702
30,-0.040660833,0.7608082442
30,1.9107221451,0.4016113344
30,-0.967615893,0.3238661216
30,-0.717293629,0.3770853418
30,-1.584326371,0.7759627638
31,-0.659821933,0.8044005212
31,0.1321757092,0.8442164589
31,0.7989019913,0.2989031325
31,0.4625016614,0.5079025768
31,-1.766912658,0.659344592
31,-0.28128006,0.0173174888
31,-1.388805275,0.7149401548
31,-0.175355609,0.622584916
31,2.7385496276,0.2357064706
31,0.8253806046,0.395802465
32,-0.243559884,0.2091212269
32,-0.622389959,0.6029163383
32,-0.65581693,0.5861441482
32,1.2250096721,0.1301207431
32,-0.717518927,0.6696424581
32,0.9777690162,0.2345060963
32,-0.983921402,0.696754238
32,1.0876439399,0.5653680207
32,0.3269220302,0.3588617385
32,1.9176849564,0.5378297514
33,-1.070144422,0.3423630071
33,3.1565275546,0.1059087045
33,2.1048700743,0.0669719065
33,0.0897637152,0.1130749467
33,-0.335681933,0.4452116645
33,0.383851083,0.3280207554
33,2.4126389737,0.0346089644
33,0.4061943102,0.0446692403
33,-0.934261576,0.5045806339
33,-1.420375895,0.8277268828
34,-1.173655982,0.8126641083
34,0.9084612804,0.1944849511
34,-0.547446258,0.66686011
34,1.6313753461,0.2138798485
34,-1.628996722,0.9759503757
34,1.0471480766,0.9184559038
34,0.3384760134,0.3711700655
34,0.6940090946,0.0085063102
34,-1.654309891,0.3708717289
34,0.8404598392,0.3708511285
35,0.0918073023,0.5433740418
35,-2.307193119,0.6826983614
35,-1.043232418,0.8447729451
35,0.1190477215,0.3367736788
35,-1.408419908,0.5583370005
35,1.0007732775,0.7613943484
35,1.0297940722,0.8646463877
35,0.3694114598,0.2908541738
35,0.9175789443,0.5783780327
35,-1.028531261,0.8839391758
36,-1.476284538,0.9257537792
36,0.1859234913,0.0842551608
36,-0.795938341,0.5446800248
36,0.4701382289,0.7355975102
36,0.9225258678,0.8065084651
36,-0.105056617,0.5174140728
36,-0.306806686,0.7738269119
36,-0.721821713,0.8608903605
36,0.9311763987,0.6391673403
36,-0.323341303,0.6903366501
37,0.8722281592,0.9199871495
37,0.637610973,0.6324913249
37,0.5637255055,0.9496296788
37,-0.152438432,0.3121021973
37,-2.130894733,0.9033606168
37,1.244744306,0.01993975
37,0.8808177707,0.5363217818
37,1.7309199936,0.2989816239
37,-0.287523251,0.4931126914
37,1.8115053401,0.0801414457
38,1.0681352979,0.2485810855
38,0.1281674681,0.8061684448
38,-1.691488368,0.606999303
38,1.5101026193,0.0843661712
38,-0.163766118,0.860481583
38,-2.897167247,0.6708369477
38,1.7884746383,0.3537982723
38,1.1405624299,0.5826386277
38,-1.408296663,0.5623134298
38,-0.495849626,0.2553963318
39,-0.1837078,0.4150989072
39,0.3973306889,0.2653507154
39,-0.255993142,0.0281569706
39,-0.92255853,0.9806086514
39,-0.378193161,0.7519464412
39,1.6815148962,0.1581064049
39,1.1003942698,0.0850540414
39,0.2103961681,0.3271937088
39,0.2648097136,0.47911716
39,0.5827575608,0.5913724888
40,-0.856430031,0.8782473923
40,0.9936564011,0.6345319905
40,0.3601852724,0.4069078096
40,-0.063076701,0.5648111522
40,1.6702051998,0.0652358928
40,0.1694192113,0.7106911813
40,-1.032593448,0.3594177339
40,1.0603368176,0.1608816796
40,-0.149984674,0.774470792
40,-0.029928825,0.7250548376
41,-0.574590325,0.7547711771
41,-1.744388392,0.985843048
41,-0.908438334,0.2151737824
41,-1.099141247,0.5749294625
41,-0.030332729,0.8287665899
41,-0.604625467,0.1313823271
41,0.3231691706,0.0742532118
41,-1.062119205,0.4780521586
41,0.5552073632,0.2161718026
41,-1.37826153,0.8221179507
42,0.2785158826,0.0616303487
42,0.7931445825,0.2817601819
42,0.8575675816,0.1397222197
42,0.5858616525,0.6344390351
42,0.6918548665,0.4789262537
42,-1.004471061,0.4202536505
42,0.2641934107,0.181724249
42,-2.032252737,0.6771955433
42,-0.067816138,0.2569622143
42,0.1547253052,0.4079557044
43,-0.708114233,0.9943033401
43,-0.9811809,0.7486448436
43,0.9938176109,0.0502460455
43,-1.525028432,0.5770886771
43,-1.074680363,0.3575375594
43,0.4195530854,0.9503458552
43,-0.105704495,0.8989085764
43,0.8343665718,0.1739002062
43,-0.186212516,0.0869850731
43,0.6268540708,0.3493190815
44,-0.414103998,0.9804325444
44,-0.079827743,0.3970994285
44,0.9344388629,0.0650357311
44,-0.761392462,0.6316645111
44,2.9407290225,0.3062909191
44,1.101808653,0.4974803219
44,1.102189075,0.1740404792
44,-0.921030189,0.7620055921
44,1.0464570911,0.6424942867
44,-1.1749232,0.6341232893
45,3.006234176,0.0097636157
45,1.0770009166,0.1897581337
45,-1.345120296,0.8941076691
45,-1.123616288,0.5552788072
45,0.1091584155,0.6170970344
45,0.0994613578,0.4123378617
45,-0.895705064,0.007255137
45,-1.545023291,0.8382722148
45,0.7073653762,0.2610134726
45,-0.207805611,0.2690004098
46,1.6624344834,0.5991969135
46,0.7779373196,0.3243888558
46,-0.075925817,0.3496019199
46,0.0644665794,0.6655324603
46,-1.77793709,0.7358426683
46,1.0144147742,0.5084082431
46,-0.337682801,0.8715700772
46,-0.757412982,0.9841867238
46,-0.681441717,0.5459396995
46,-0.976270978,0.8605532976
47,1.0865855534,0.012920544
47,-2.006913384,0.8813241845
47,1.0127590056,0.1614388191
47,-1.48896265,0.7658427818
47,-1.78155021,0.6716109634
47,-0.377900611,0.7178397033
47,-1.537278178,0.8235135678
47,-0.956872075,0.4955600242
47,0.3893743277,0.5019947721
47,0.8979070266,0.0728793419
48,-1.214600277,0.6388654679
48,1.5487132541,0.186725332
48,-0.165967216,0.3695727952
48,-1.048196074,0.8582975603
48,-0.770062887,0.5021590681
48,-0.049195636,0.2840267044
48,-1.348442219,0.981237031
48,-1.299214578,0.6644341222
48,-2.124330607,0.9385690456
48,-1.370639536,0.8868100531
49,-0.738820359,0.5443322037
49,0.1300196081,0.9684071317
49,-0.804410444,0.7828846782
49,0.2253834168,0.3674782586
49,1.0169468924,0.926520871
49,0.8821306416,0.4606893493
49,-0.932567201,0.6006415019
49,0.0555917605,0.2814684176
49,-1.730034001,0.6223231832
49,-0.139023975,0.1874557483
50,-0.759401456,0.5836593865
50,-1.18343192,0.630192567
50,-0.282203375,0.2705258323
50,1.1980234513,0.0575705255
50,-0.84906706,0.4522535752
50,-0.668458523,0.6165346571
50,-1.716312623,0.197170979
50,-1.411857705,0.6290690003
50,-0.010354814,0.7919969008
50,-4.101092613,0.9277174696
51,1.7962517547,0.3842638039
51,1.3153525245,0.3436429186
51,-1.761871918,0.7955585228
51,3.4523719803,0.1284495094
51,-0.354367737,0.4257760064
51,-1.343280724,0.1979455707
51,-3.370883526,0.5757770639
51,2.0403824169,0.0289534843
51,1.5573961201,0.4561744833
51,-0.969982671,0.6586973014
52,-1.965367855,0.8399352133
52,-1.428946247,0.6120267341
52,-0.297511213,0.6356305706
52,0.3865682892,0.1128205988
52,2.0446261031,0.2106312132
52,-0.969962412,0.2853673945
52,-0.583989369,0.1391419373
52,-2.041345861,0.7748787109
52,0.5042955664,0.4173648015
52,-0.102594183,0.7438766122
53,0.1663436075,0.5030072422
53,0.7180820413,0.2681100887
53,0.4227586669,0.5171693822
53,0.3849971721,0.4955304477
53,-0.285111253,0.6611935071
53,-0.537984225,0.4220098413
53,-1.721142558,0.9712908659
53,-0.002009477,0.5505542297
53,-1.044027716,0.9992568833
53,0.0280735551,0.9777891277
54,2.9507408453,0.1576678563
54,3.2734985441,0.1493624384
54,0.6917039503,0.1818536339
54,-0.828963858,0.6602910811
54,-1.086285135,0.9071455174
54,0.3925059309,0.7777256536
54,-0.685111778,0.4664345395
54,-0.881043981,0.7415286781
54,-1.613459912,0.37805883
54,0.0687350571,0.4790578529
55,0.8793978173,0.5679246432
55,-1.839271213,0.7457056231
55,-1.054624167,0.8175601116
55,-1.294921376,0.7334229987
55,0.587386629,0.0492824605
55,-0.721226226,0.9375111903
55,1.167573849,0.215410614
55,2.3191110917,0.0184120569
55,1.3900851897,0.5346316782
55,-1.017982865,0.9747595135
56,0.8810987575,0.430508164
56,-0.431958722,0.1558402442
56,-1.246600647,0.9070250615
56,-1.049370089,0.425699379
56,0.2020948969,0.7094327317
56,-0.462137537,0.1722112676
56,0.5646359016,0.1231767983
56,-0.960655249,0.4186436336
56,-0.907661928,0.6407849154
56,-0.928258654,0.77958812
57,1.6115033164,0.1582583981
57,-0.573847065,0.9380345232
57,1.1029049633,0.3619848231
57,0.182450371,0.3986535344
57,-1.268680463,0.5011915287
57,-0.31006051,0.3364419068
57,-1.188519466,0.7358559914
57,0.8231046443,0.8816297654
57,1.0347806556,0.8658238327
57,-1.282788315,0.6410705613
58,1.8929910566,0.0054294486
58,0.2618395652,0.270143293
58,-1.909286651,0.5895910433
58,0.4440788143,0.0172643256
58,-0.755290047,0.9733868521
58,-0.779321424,0.1353957751
58,0.9535131817,0.4011163802
58,-2.588103313,0.6699779158
58,0.3313055125,0.6663698026
58,0.8319382029,0.4067421082
59,0.5615421691,0.6839080121
59,-0.557988458,0.443822778
59,-0.7356743,0.9546112953
59,-1.242871545,0.7491876901
59,-0.719871461,0.8343669287
59,1.0243862423,0.5246715138
59,-1.894935445,0.9427656568
59,0.5647623309,0.1062304061
59,0.757127244,0.2890094273
59,0.2425378579,0.4008737921
60,1.3795018041,0.5984234449
60,0.0405929666,0.7539070797
60,-0.097714339,0.0096129384
60,0.9077955918,0.2402666603
60,2.4667648904,0.037106954
60,0.7284656717,0.3536604966
60,-0.059357189,0.1653716658
60,-0.618268646,0.5035649447
60,0.890723791,0.6470681404
60,0.0035562878,0.3200413582
61,0.2245511418,0.6595766594
61,-1.083221296,0.858324483
61,0.2562288171,0.7442399299
61,0.4910458146,0.0232799682
61,-0.125614435,0.8726562736
61,0.6903583806,0.7625033729
61,0.6899617011,0.2299204549
61,0.3142987766,0.8583518233
61,0.9301908951,0.6287233539
61,1.309649328,0.2043159596
62,0.3484803861,0.4293170247
62,-1.324932112,0.7724303812
62,-1.125152741,0.9716721377
62,1.4966257782,0.6967725366
62,0.8993739585,0.0613001078
62,0.0544042275,0.0815975946
62,0.8439178756,0.2438836215
62,0.1750561228,0.3583746522
62,-0.689033944,0.3154172312
62,0.3357953409,0.5417488783
63,0.1136765207,0.0565548595
63,0.7002896204,0.2628101372
63,0.1556678599,0.5877793946
63,-1.96011977,0.1519639977
63,0.4086508383,0.0140594468
63,0.798350166,0.1735498627
63,0.3441916814,0.4715286086
63,-0.200123412,0.7502916878
63,0.8942270831,0.0962567614
63,0.4086639297,0.7431785901
64,0.579898222,0.4665980625
64,0.7519588913,0.2443279322
64,0.4975200144,0.7200298047
64,1.8662579929,0.2986831378
64,-0.424108405,0.5118552551
64,0.5479431674,0.1146144881
64,-0.017585094,0.5765459056
64,1.1526095567,0.9451299566
64,1.5749516019,0.0564163286
64,1.8796778405,0.3305186985
65,-0.340452629,0.3611696117
65,-0.240169987,0.7777252969
65,0.4640305251,0.2010160751
65,0.9975744535,0.275078768
65,1.0558116286,0.2358347546
65,0.4113660683,0.1942384076
65,0.7992801403,0.4876497162
65,2.2661036411,0.2596083317
65,0.7386703617,0.6283625949
65,-0.367356029,0.7186051946
66,0.4364371942,0.0038077272
66,1.0601373397,0.1452704035
66,-0.548905641,0.9057976026
66,0.6103271815,0.3457117711
66,0.020717018,0.017908548
66,-0.895873854,0.7084163049
66,-0.181691484,0.6698516797
66,1.2935064863,0.2952320409
66,-0.355349582,0.0099978284
66,1.1021302777,0.0213432815
67,0.137020159,0.3841577519
67,-1.045540402,0.3570525997
67,-1.639282863,0.725539245
67,-0.665652377,0.7879507652
67,-0.880852737,0.5338640532
67,-1.485651578,0.7994948527
67,-0.861280302,0.5519812207
67,0.3739181749,0.5958093286
67,-0.26150807,0.2594632615
67,-2.664102676,0.9633407434
68,-0.279579371,0.9301728438
68,0.269280574,0.3720589873
68,-0.379079896,0.6184940429
68,0.6644725927,0.5212941321
68,1.3367938988,0.4282107863
68,-0.241136371,0.5559796465
68,-2.491268029,0.5905580547
68,0.5406160293,0.5640860179
68,0.001566376,0.0582532729
68,1.9522389943,0.451774412
69,0.2600368537,0.4046902472
69,-1.70035918,0.6506628812
69,0.0434064207,0.8250710847
69,-0.25708654,0.6447579263
69,0.2243162284,0.1633591015
69,0.9069959931,0.2436863879
69,-1.513074613,0.3745846718
69,0.8917252658,0.0782656572
69,-1.75729978,0.9831843167
69,1.045405701,0.5539635436
70,2.0839237438,0.0657775249
70,-0.738917366,0.7530217835
70,-1.150909738,0.4316724173
70,-0.998090285,0.8832894265
70,-0.447354286,0.6760353519
70,0.7056585785,0.1969350493
70,0.4877723443,0.6452673011
70,-1.554128327,0.5763582823
70,0.0485860249,0.5353690481
70,-0.695313023,0.7652089371
71,-0.261044697,0.4210670178
71,-1.149499448,0.4984003727
71,-0.315214015,0.6390659789
71,0.4873648793,0.1339815693
71,-0.301487241,0.380711924
71,-0.826201159,0.867218574
71,0.4798667972,0.0054804827
71,0.4086490796,0.0149691552
71,0.6592110671,0.5407371179
71,-0.649062191,0.193566593
72,0.8108931602,0.5631872451
72,-1.19567536,0.16507022
72,0.87826303,0.2390180045
72,-1.096887777,0.9547061589
72,0.1525638057,0.1571756001
72,1.5747398089,0.0775037143
72,2.0025108531,0.4641025581
72,0.1472409345,0.7976582748
72,0.7235598252,0.0924543995
72,1.0466454482,0.373562948
73,-0.063734738,0.5744243029
73,1.5109205149,0.6253861299
73,-1.720992043,0.7382696223
73,0.4429740286,0.4191541813
73,0.8455835692,0.2112111352
73,-1.601332098,0.6809148056
73,-0.512207437,0.9800346815
73,-0.735971694,0.9106794642
73,-0.894211777,0.6202981913
73,-1.878524132,0.4164962789
74,1.0914433648,0.2372657355
74,-0.421182265,0.4854454265
74,2.3009235715,0.5376565254
74,-1.172709896,0.7004977691
74,-1.479651638,0.9318009466
74,-1.209938764,0.6892225252
74,2.1140672198,0.2790884857
74,0.7129298924,0.5701818413
74,1.2950475908,0.5053153012
74,2.1260267008,0.0379037638
75,1.5662970222,0.1174850013
75,-0.089501762,0.5325169682
75,0.8311936229,0.8543944214
75,1.7619478395,0.3556924874
75,0.4281114505,0.2956516581
75,1.1755787869,0.0885253689
75,0.0958983868,0.1960291873
75,-2.099964929,0.8268483439
75,1.1490819601,0.0852292497
75,0.3594369198,0.0211299691
76,1.1213169337,0.8669028123
76,-1.581211856,0.9422914376
76,0.682479908,0.8290437468
76,0.7262581035,0.5601236469
76,0.5743824136,0.260052127
76,0.0625009478,0.3845109066
76,-0.733663403,0.7118449256
76,-0.992022178,0.8519270918
76,-0.651828319,0.278662766
76,0.2520248965,0.7941229999
77,-1.597908467,0.950960895
77,-0.622412703,0.0444997158
77,0.9083134619,0.0661245003
77,-1.120879939,0.4392723038
77,1.0435405955,0.2476290545
77,-0.007756777,0.6072736469
77,2.6319729786,0.1744744052
77,0.3508352716,0.6418106461
77,-0.500617985,0.7715833731
77,0.0017593768,0.1476512012
78,0.9788985003,0.2313239645
78,-0.462818795,0.9144454072
78,0.7985377901,0.1307588914
78,-1.196725785,0.0964232814
78,1.5025869038,0.5152118353
78,0.6265771384,0.0775920414
78,-2.038639002,0.5383058919
78,2.2171748714,0.294636591
78,1.4609005905,0.0731395618
78,-3.435098268,0.6579457059
79,-0.127066551,0.8167590661
79,0.6383771676,0.1677103053
79,0.4239238972,0.1353638136
79,0.5577082142,0.6602193255
79,0.8678488318,0.3805229852
79,-1.57722863,0.9537929632
79,-1.884785123,0.5057600418
79,-0.389944842,0.4373934369
79,-2.126214756,0.743744729
79,-0.135370627,0.462509535
80,0.4872701547,0.4449453659
80,2.9072009886,0.002448827
80,-0.480215161,0.4580515672
80,1.5229166987,0.2353136107
80,-1.545667756,0.6217271246
80,-0.789494086,0.680229423
80,0.3549840778,0.374765685
80,-1.527699692,0.9820016273
80,-0.347961241,0.3824119779
80,1.0299599363,0.6372132016
81,1.6129094618,0.5864945117
81,-0.906350421,0.9380223695
81,-0.633255256,0.9475958911
81,1.8682041623,0.2598250062
81,-0.206026497,0.8771074996
81,2.0909190156,0.3158315664
81,-0.834525414,0.4131724473
81,0.327826116,0.7182625279
81,-0.509288783,0.8918614517
81,0.8885121243,0.052631022
82,-1.697598741,0.9259378849
82,1.4037895903,0.2212078703
82,-1.680916821,0.9147873893
82,0.9760696583,0.5009752156
82,-0.707212431,0.3513585275
82,-0.233716871,0.2978530271
82,0.1540238782,0.1124293828
82,0.2375227797,0.8163563683
82,-0.368555615,0.3055202152
82,-1.38090286,0.6839037983
83,0.2160686459,0.4336769755
83,-2.540719973,0.9638733892
83,-0.530687828,0.1630445338
83,0.3664084246,0.3300181559
83,0.1561284943,0.4157840276
83,-0.391065676,0.7695353836
83,-0.930675454,0.2536868971
83,1.8102323921,0.1844581096
83,-1.987416311,0.5921259316
83,1.2010148,0.0044457959
84,0.4302361627,0.2020948856
84,-0.199523337,0.4400765339
84,2.1750715967,0.2117710929
84,-1.218065868,0.408987248
84,-2.659607739,0.9931115066
84,0.1532153458,0.2271946013
84,-0.40965371,0.9223646414
84,-0.027830861,0.6052687585
84,-1.832626583,0.6184574252
84,-1.260609231,0.9371604901
85,0.6613961535,0.3345356851
85,-0.544429819,0.9529347531
85,-0.57013864,0.5082318198
85,2.0294467575,0.0360192298
85,0.4665239343,0.7517955684
85,0.2427199121,0.282406374
85,0.5201217427,0.1315664305
85,-0.981667361,0.2120843908
85,-0.223354347,0.0017727744
85,-0.734459366,0.7325793769
86,-0.989231112,0.7476154057
86,2.6893475128,0.056950015
86,1.6959693961,0.1707144981
86,0.1629418412,0.6540054761
86,0.0366837912,0.8646638565
86,0.3531293341,0.2998728097
86,1.1213295641,0.0488766306
86,-0.438410879,0.8570383433
86,-0.539870433,0.4044961666
86,-0.827311408,0.8772494317
87,0.0197283649,0.5648546818
87,-2.119132085,0.2415448191
87,-0.281482212,0.7880686521
87,0.5323282988,0.0551936329
87,-0.831175125,0.0533580785
87,0.0858870374,0.4076560416
87,-0.701270585,0.657024416
87,0.8041219389,0.4192550627
87,-0.064558534,0.548706638
87,-0.82455722,0.8952424367
88,0.6039411232,0.4076664119
88,-0.776352958,0.7443210258
88,-0.471831969,0.2258340405
88,-0.576732737,0.4616702904
88,1.7227006225,0.491755551
88,0.7425848861,0.3289753209
88,1.7071350223,0.4772018066
88,-0.179434365,0.2538088384
88,-0.395774264,0.9760208093
88,1.4674391344,0.3438734484
89,0.117655833,0.41670681
